id_lote;fecha_produccion;producto_id;presentacion_id;turno_id;timestamp_control_calidad;viscosidad_ku;ph;unidades_planificadas;unidades_producidas;costo_materia_prima_usd
LOT00767;25/4/2025;PRD007;PRE02;t3;26/4/2025 04:19;117.2;6.96;300;164;2440.62
LOT00768;19/6/2025;PRD014;PRE03;T3;20/6/2025 00:32;98.1;6.1;100;79;8659.77
LOT00769;9/6/2025;PRD012;PRE05;T2;9/6/2025 18:38;103.2;5.61;20;14;25133.78
LOT00770;12/8/2024;PRD007;PRE05;T3;13/8/2024 03:54;102.4;8.89;15;14;5703.26
LOT00771;4/12/2024;PRD001;PRE02;T3;5/12/2024 03:56;85.1;7.41;250;245;3196.98
LOT00772;26/2/2025;PRD001;PRE03;T2;26/2/2025 19:15;90.4;7.41;100;96;5568.3
LOT00773;22/11/2024;prd011; PRE01 ;T3;23/11/2024 00:50;108.4;8.13;400;397;820.16
LOT00774;30/10/2024;PRD008;PRE01;T1;30/10/2024 07:48;104.5;9.1;400;397;777.85
LOT00775;26/6/2025;PRD015;PRE04;T3;27/6/2025 01:12;79.6;7.58;40;38;4910.6
LOT00776;11/3/2025;PRD011;PRE03;T1;11/3/2025 11:43;104.6;8.89;40;38;1201.82
 LOT00777 ;5/10/2024;PRD029;PRE04;T3;6/10/2024 02:23;74.9;7.45;120;115;17684.22
LOT00778;6/11/2024;PRD012;PRE05;T3;7/11/2024 01:06;63.9;9.06;10;6;12337.07
LOT00779;2/1/2025;PRD001;PRE05;T3;3/1/2025 04:17;90.9;7.48;20;19;13945.26
LOT00780;24/2/2025;PRD024;PRE02;T1;24/2/2025 11:06;113.9;8.35;250;239;5939.73
LOT00781;4/6/2025;PRD026;PRE04;T2;4/6/2025 16:53;76.5;6.52;100;95;14511.95
LOT00782;13/3/2025;PRD028;PRE04;T2;13/3/2025 19:47;84.6;7.5;80;79;10960.57
LOT00783;5/12/2024; PRD008 ;PRE03;T2;5/12/2024 18:37;103.7;8.64;40;39;1207.11
LOT00784;30/1/2025;PRD005;PRE02;T1;30/1/2025 09:32;90.3;8.37;200;196;2858.65
LOT00785;26/10/2024;PRD026;PRE04;T2;26/10/2024 18:03;86.9; 7.84 ;80;78;11029.4
LOT00786;7/10/2024;PRD016;PRE04;t2;7/10/2024 17:16;96.2;6.59;60;57;6268.25
LOT00787;1/4/2025;PRD026;PRE03;T2;1/4/2025 17:08;78.9;6.59;60;58;6755.57
LOT00788;15/7/2024;PRD028;PRE01;T1;15/7/2024 08:58;83.9;7.86;300;291;2087.06
LOT00789;4/9/2024;PRD009;PRE02;T2;4/9/2024 15:55;91.0;8.49;250;242;1820.17
LOT00790;18/7/2024;PRD021;PRE02;T3;19/7/2024 02:27;126.5;7.08;150;146;3692.5
LOT00791;23/12/2024;PRD023;PRE02;T2;23/12/2024 19:47;116.4;7.79;250;246;5724.54
LOT00792;12/4/2025;PRD025;PRE05;T1;12/4/2025 07:50;84.4;6.56;15;14;24544.89
lot00793;29/1/2025;PRD021;PRE03;T2;29/1/2025 15:42;117.7;7.31;120;116;10474.66
lot00794;15/5/2025;PRD027;PRE03; T3 ;16/5/2025 02:31;81.2;7.08;60;59;6420.98
LOT00795;9/6/2025;PRD021;PRE02;T3;10/6/2025 01:50;96.3;6.77;150;111;3449.77
LOT00796;17/5/2025;PRD029;PRE04;T2;17/5/2025 20:31;76.5;6.54;40;38;5617.1
LOT00797;2/5/2025;PRD024;PRE02;T2;2/5/2025 17:51;118.5;8.33;100;98;2430.01
LOT00798;27/5/2025;PRD013;PRE05;T1;27/5/2025 11:24;76.9;7.13;10;9;10521.18
LOT00799;16/7/2024;PRD029;PRE05;T3;17/7/2024 01:24;73.4;7.59;25;24;38098.33
LOT00800;10/1/2025;PRD016;PRE02;T1;10/1/2025 08:00;85.8;7.2;150;149;3339.09
LOT00801;5/10/2024;PRD009;PRE03;T2;5/10/2024 19:14;109.9;8.07;120;119;3553.45
LOT00802;19/2/2025;PRD028;PRE05;T1;19/2/2025 12:43;81.2;7.85;30;29;43386.4
LOT00803;11/3/2025;PRD012;PRE04;T1;11/3/2025 11:26;77.2;6.88;60;57;6763.27
LOT00804;3/4/2025;PRD006;PRE04;T3;4/4/2025 04:26;109.5;9.19;100;95;3935.18
LOT00805;19/12/2024;PRD004;PRE03;T3;20/12/2024 01:14;91.0;8.2;120;119;6329.13
LOT00806;18/9/2024;PRD014;PRE05;T3;18/9/2024 23:57; 95,0 ;7.24;10;9;11151.21
LOT00807;31/8/2024;PRD021;PRE01;T1;31/8/2024 09:04;102.0;7.68;200;194;1107.51
LOT00808;22/5/2025;PRD013;PRE04;T3;23/5/2025 03:23;87.5;7.03;80;78;9950.34
LOT00809;7/3/2025;PRD023;PRE03;T1;7/3/2025 11:29;116.3;7.12;40;38;3779.32
LOT00810;6/7/2024;PRD010;PRE03;T3;7/7/2024 00:11;98.9;8.75;100;96;3039.03
LOT00811;28/11/2024;PRD009;PRE03; T1 ;28/11/2024 08:03;119.7;9.59;40;22;1196.7
LOT00812;25/4/2025;PRD029;PRE03;T2;25/4/2025 18:20;94.3;7.92;40;38;4175.28
LOT00813;21/6/2025;PRD015;PRE04;T3;22/6/2025 04:24;85.5;6.55;100;97;11419.63
LOT00814;21/9/2024;PRD012;PRE04;T1;21/9/2024 12:13;91.6;7.17;120;116;13260.21
LOT00815;7/9/2024;PRD014;PRE03;T1;7/9/2024 08:23;76.5;7.68;40;39;3317.06
LOT00816;3/3/2025;PRD011;PRE05;T1;3/3/2025 08:26;97.8;8.95;30;29;10970.2
LOT00817;17/5/2025;PRD025;PRE02;T3;18/5/2025 03:14;94.8;7.11;250;238;6833.04
LOT00818;3/3/2025;PRD012;PRE04;T3;4/3/2025 01:30;107.2;8.48;100;67;11408.17
LOT00819;29/5/2025;PRD025;PRE04;T2;29/5/2025 18:49;88.2;7.88;100;97;14658.28
LOT00820;20/6/2025;PRD022;PRE03; T2 ;20/6/2025 19:24;115.5;7.95;80;78;7825.19
LOT00821;7/10/2024;PRD029;PRE04;T2;7/10/2024 20:31;68.6;7.67;60;51;9702.99
LOT00822;24/4/2025;PRD022;PRE03;T1;24/4/2025 08:43;119.2;7.31;80;76;7412.37
LOT00823;7/5/2025;PRD009;PRE05;T2;7/5/2025 17:26;109.3;9.22;25;23;9377.86
LOT00824;14/11/2024;PRD018;PRE03;T3;15/11/2024 03:19;64.9;6.71;100;96;5846.06
LOT00825;4/9/2024;PRD002;PRE04;T3;5/9/2024 02:59;80.6;7.99;40;38;2709.06
LOT00826;30/10/2024;PRD008;PRE02;T3;31/10/2024 00:11;101.7;9.14;150;148;1207.74
LOT00827;4/11/2024;PRD003;PRE03;T2;4/11/2024 18:03;86.9;7.25;60;59;3011.07
LOT00828;30/6/2025;PRD028;PRE04;T1;30/6/2025 11:50; 92.2 ;7.08;120;118;16282.9
LOT00829;17/3/2025;PRD014;PRE05;T2;17/3/2025 19:54;84.3;7.56;30;29;36075.62
LOT00830;26/2/2025;PRD012;PRE04;T1;26/2/2025 12:13;91.1;6.6;40;38;4496.33
LOT00831;11/11/2024;PRD014;PRE02;T1;11/11/2024 09:25;80.5;7.38;300;293;6985.17
LOT00832;26/7/2024;PRD025;PRE03;T3;27/7/2024 00:53;98.0;7.18;80;76;8884.61
LOT00833;25/11/2024;PRD006; PRE03 ;T3;26/11/2024 03:41;94.7;9.21;60;58;1647.74
LOT00834;31/3/2025;PRD018;PRE01;T3;1/4/2025 01:30;58.1;6.26;400;390;1443.01
LOT00835;20/11/2024;PRD002;PRE02;T3;21/11/2024 02:29;82.6;7.16;150;143;2026.58
LOT00836;23/1/2025;PRD010;PRE02;T3;24/1/2025 04:43;105.7;8.87;250;246;1898.87
LOT00837;28/1/2025;PRD026;PRE02;T2;28/1/2025 19:26;81.2;6.97;150;148;4010.59
LOT00838;9/7/2024;PRD019;PRE04;t2;9/7/2024 19:25;62.2;6.7;100;96;7903.88
LOT00839;24/2/2025;PRD005;pre04;T2;24/2/2025 19:40;89.0;7.53;120;117;7628.08
LOT00840;13/9/2024;PRD011;PRE02;T1;13/9/2024 08:11;113.9;8.43;250;195;2002.84
LOT00841;7/2/2025;PRD002;PRE04;T2;7/2/2025 20:22;81.0;8.45;100;96;7299.98
LOT00842;22/7/2024;PRD025;PRE05;T2;22/7/2024 17:45;98.6;6.79;30;28;47695.25
LOT00843;5/3/2025;PRD007;PRE01;T1;5/3/2025 09:31;108.3;8.25;500;477;982.19
LOT00844;27/3/2025;PRD012;PRE05;T3;28/3/2025 04:08;95.2;7.67;15;14;15737.34
LOT00845;9/11/2024;PRD016;pre05;t3;10/11/2024 01:00;80.6;7.68;15;14;16193.34
LOT00846;16/5/2025;PRD024;PRE02;t2;16/5/2025 16:48;127.8;7.09;250;247;5277.69
LOT00847;24/1/2025;PRD004;PRE02;T2;24/1/2025 18:13;83.6;8.21;200;191;2554.52
LOT00848;17/8/2024;PRD026;PRE05;T2;17/8/2024 15:51;84.1;6.55;20;19;29200.6
LOT00849;25/4/2025;PRD019;PRE01;T2;25/4/2025 15:30;70.5;6.29;300;298;1274.61
LOT00850;7/5/2025;PRD027;PRE04;T1;7/5/2025 09:32;72.9;7.41;80;76;12845.18
LOT00851;22/1/2025;PRD012;PRE05;T3;23/1/2025 02:14;91.7;6.82;25;23;27000.27
LOT00852;18/12/2024;PRD004;PRE05;T3;19/12/2024 04:51;90.8;7.65;10;9;7235.58
LOT00853;7/10/2024;PRD023;PRE02;T2;7/10/2024 16:16;100.9;8.28;200;193;4819.52
LOT00854;03/06/2025;PRD028;PRE04;T3;4/6/2025 04:41;70.6;8.39;100;71;16126.56
LOT00855;20/7/2024;PRD017;PRE03;T3;21/7/2024 02:35;70.0;6.56;40;38;2656.87
LOT00856;28/3/2025;PRD022;pre03;T3;29/03/2025 03.09;113.6;8.08;120;115;11873.07
LOT00857;8/5/2025;PRD019;PRE03;T2;08/05/2025 18.20;35.4;7.43;40;29;2604.89
LOT00858;25/7/2024;PRD008;PRE01;T2;25/7/2024 18:04;106.3;8.82;500;475;1020.02
LOT00859;4/6/2025;PRD025;PRE04;T3;5/6/2025 00:54;97.8;7.08;80;76;12374.65
LOT00860;25/9/2024;PRD008;PRE05;T1;25/9/2024 10:17;86.7;9.32;20;14;8690.79
LOT00861;3/8/2024;PRD003;PRE01;T1;3/8/2024 09:18;95.7;7.75;600;475;1844.22
LOT00862;6/11/2024;PRD026;PRE02;T1;6/11/2024 07:58;74.9;7.01;300;297;8564.21
LOT00863;23/1/2025;PRD001;PRE02;T1;23/1/2025 09:02;89.3;7.73;300;296;3625.21
LOT00864;10/10/2024;PRD025;pre04;T2;10/10/2024 15:56;75.6;7.36;40;39;6520.7
LOT00865;14/4/2025;PRD011;pre04;t1;14/4/2025 08:49;99.9;9.49;80;76;3398.93
LOT00866;6/6/2025;PRD018;PRE04;T1;6/6/2025 10:01;75.0;6.42;100;99;9198.22
LOT00867;9/9/2024;PRD014;PRE02;T1;9/9/2024 10:22;77.4;6.9;200;193;4054.82
LOT00868;8/4/2025;PRD002;PRE02;T1;8/4/2025 12:41;81.5;7.61;100;96;1423.01
LOT00869;22/7/2024;PRD005;PRE01;T1;22/7/2024 11:24;101.8;8.16;600;461;1894.28
LOT00870;3/9/2024;PRD023;PRE04;T1;3/9/2024 12:00;129.7;7.01;120;119;14620.87
LOT00871;27/11/2024;PRD008;PRE01;T1;27/11/2024 09:14;109.5;8.62;600;578;1082.78
LOT00872;7/11/2024;PRD021;PRE03;T2;7/11/2024 20:31;124.4;7.87;60;57;4903.42
LOT00873;30/5/2025;PRD022;PRE02;T1;30/5/2025 08:21;112.4;7.51;250;239;5924.37
LOT00874;22/5/2025;PRD014;PRE04;T2;22/5/2025 17:34;83.8;7.8;60;58;7585.21
LOT00875;28/1/2025;PRD006;PRE01;T3;29/1/2025 01:46;95.7;8.27;200;194;399.96
LOT00876;3/3/2025;PRD008;PRE02;T2;3/3/2025 19:17;90.3;8.35;250;242;2073.89
LOT00877;3/6/2025;PRD009;PRE03;T3;4/6/2025 03:07;91.3;9.44;40;38;1147.88
LOT00878;28/3/2025;PRD018;PRE04;T1;28/3/2025 08:27;58.2;7.03;120;116;9760.05
LOT00879;22/1/2025;PRD024;PRE04;T3;23/1/2025 00:53;114.2;7.29;60; 57 ;7715.23
LOT00880;16/4/2025;PRD016;PRE03;T3;17/4/2025 01:49;96.7;6.81;100;97;9115.19
LOT00881;9/11/2024;PRD023;PRE01;T2;9/11/2024 20:36;103.6;7.42;600;596;3688.88
LOT00882;1/11/2024;PRD003;PRE04;T3;2/11/2024 03:30;88.1;7.99;40;39;2794.15
LOT00883;4/2/2025;PRD004;PRE01;T3;5/2/2025 03:10;88.3;7.25;200;199;674.54
LOT00884;29/11/2024;PRD008;PRE03;T1;29/11/2024 08:54;94.5;8.2;40;39;1253.77
LOT00885;4/7/2024;PRD027;PRE05;T1;4/7/2024 10:38;86.0;7.53;25;23;39483.13
LOT00886;11/4/2025;prd008;PRE03;T3;12/4/2025 03:41;106.6;8.89;120;115;3563.32
LOT00887;9/1/2025;PRD011;PRE02;T1;9/1/2025 08:48;105.9;8.19;100;96;786.28
LOT00888;3/9/2024;PRD021;PRE03;t3;4/9/2024 00:22;125.7;7.82;40;38;3637.64
LOT00889;14/10/2024;PRD011;PRE03;T2;14/10/2024 17:22;100.4;8.94;40;38;1232.13
LOT00890;6/6/2025;PRD022;PRE02;T1;6/6/2025 07:30;109.7;8.14;300;286;7059.77
LOT00891;6/5/2025;PRD029;PRE04;T3;7/5/2025 00:48;79.4;7.51;120;117;18909.11
LOT00892;9/8/2024;PRD020;PRE03;T2;9/8/2024 17:12;62.5;7.18;80;77;4576.71
LOT00893;15/8/2024;PRD001;PRE03;T2;15/8/2024 20:21;88.0;7.61;120;114;6190.35
LOT00894;9/1/2025;PRD012;PRE05;T1;9/1/2025 11:54;90.6;6.58;15;14;17755.32
LOT00895;15/11/2024;PRD001;PRE04;T1;15/11/2024 08:37;83.8;7.79;120;119;8800.69
LOT00896;10/1/2025;PRD021;PRE02;t1;10/01/2025 11:59;112.0;7.36;100;95;2222.68
LOT00897;2/11/2024;PRD021;PRE03;T2;2/11/2024 17:24;121.7;8.27;100;96;8657.25
LOT00898;8/1/2025;PRD027;PRE04;T2;8/1/2025 16:12;64.5;7.69;80;64;11248.69
LOT00899;26/11/2024;PRD022;PRE01;T2;26/11/2024 17:11;111.1;7.83;600;585;3646.0
LOT00900;24/5/2025;PRD020;PRE04;T1;24/5/2025 09:54;55.1;6.32;80;76;6755.23
LOT00901;18/2/2025;PRD024;PRE02;T1;18/2/2025 09:32;101.4;8.46;150;146;3491.05
LOT00902;12/8/2024;PRD011; PRE05 ;T1;12/8/2024 11:06;91.9;9.44;25;24;10440.57
LOT00903;27/8/2024;prd007;PRE04;T2;27/8/2024 19:53;94.9;8.57;100;98;3997.88
LOT00904;25/12/2024;PRD024;PRE05;T2;25/12/2024 15:58;109.3;7.11;10;9;12334.29
LOT00905;25/1/2025;PRD008;PRE02;T1;25/1/2025 09:02;108.8;8.91;300;287;2150.13
LOT00906;22/7/2024;PRD009; PRE05 ;T3;23/7/2024 00:11;94.8;9.4;25;24;10581.46
 LOT00907 ;29/7/2024;PRD005;PRE02;T1;29/7/2024 10:53;70.9;9.18;100;61;1371.93
LOT00908;6/2/2025;PRD006;PRE04;T2;6/2/2025 19:14;99.7;9.27;100;98;4115.32
LOT00909;10/4/2025;PRD009;PRE02;T1;10/4/2025 12:08;105.6;8.51;150;146;1171.9
LOT00910;6/1/2025;PRD002;PRE02;T1;06/01/2025 08.07;87.6; 8,49 ;300;295;4209.75
LOT00911;27/6/2025;PRD015;PRE05;T2;27/6/2025 21:12;96.7;7.49;30;29;36606.08
LOT00912;4/1/2025;PRD028;PRE04;T1;4/1/2025 13:01;74.4;7.35;80;76;12001.05
LOT00913;23/10/2024;PRD007;PRE05;T1;23/10/2024 09:19;98.1;8.84;10;9;4159.74
LOT00914;19/10/2024;PRD004;PRE02;T3;20/10/2024 04:41;87.8;7.33;300;298;4088.22
 LOT00915 ;5/6/2025;PRD018;PRE04;T2;5/6/2025 16:49;48.0;7.62;60;46;5305.21
lot00916;7/8/2024;PRD003;PRE04;T2;7/8/2024 16:07;87.2;7.64;60;59;4458.08
LOT00917;1/11/2024;PRD004;pre02;T2;1/11/2024 20:17;89.4;7.06;100;99;1234.16
LOT00918;29/8/2024;PRD017;PRE02;T1;29/8/2024 12:24;49.4;7.54;200;172;3380.52
LOT00919;7/8/2024;PRD002;PRE03;T2;7/8/2024 16:36;86.1;7.27;120;115;6403.9
LOT00920;11/2/2025;PRD024;PRE02;T1;11/2/2025 10:44;92.9;7.52;150;107;3580.92
LOT00921;28/2/2025;PRD001;PRE03;T3;1/3/2025 00:29;88.5;8.4;40;39;2000.69
LOT00922;6/9/2024;PRD003;PRE05;T2;6/9/2024 18:53;83.0;8.37;25;23;17656.4
LOT00923;11/1/2025;PRD029;PRE05;T3;12/1/2025 01:29;77.1;7.27;20;19;29974.49
LOT00924;26/7/2024;PRD007;PRE02;T2;26/7/2024 20:41;91.0;9.3;200;195;1655.06
LOT00925;11/9/2024;PRD008;PRE02;T2;11/9/2024 20:42;93.4;8.28;100;99;777.03
LOT00926;31/1/2025;PRD027;PRE03;T3;1/2/2025 04:52;71.1;7.96;120;94;14196.27
LOT00927;11/12/2024;PRD008;PRE04;T3;12/12/2024 00:30;94.6;9.13;40;38;1664.9
LOT00928;24/1/2025;PRD004;PRE02;T2;24/1/2025 15:55;91.5;7.56;150;143;2119.72
LOT00929;3/4/2025;PRD006;PRE01;T1;03/04/2025 09:04;98.1;8.23;200;195;400.53
LOT00930;15/11/2024;PRD019;PRE02;T3;16/11/2024 03:39;57.2;6.82;100;99;1469.13
LOT00931;3/5/2025;PRD020;PRE03;T2;3/5/2025 20:17;75.3;7.01;120;96;7755.83
LOT00932;30/9/2024;PRD018;PRE03; T1 ;30/9/2024 12:28;61.2;6.72;120;118;7796.97
lot00933;22/2/2025;PRD025;PRE02;T3;23/2/2025 04:58;81.5;6.72;300;293;8396.93
LOT00934;20/7/2024;PRD005;PRE02;T2;20/7/2024 20:08;74.0;8.06;150;116;2062.09
LOT00935;20/7/2024;PRD025;PRE05;T3;21/7/2024 00:23;78.4;7.31;20;19;28609.93
LOT00936;21/5/2025;PRD013;PRE03;T1;21/5/2025 12:14;94.7;7.75;60;59;4901.13
LOT00937;4/10/2024;PRD011;PRE02;T3;5/10/2024 03:58;108.3;8.52;150;149;1059.58
LOT00938;24/8/2024;PRD011;PRE03;T1;24/8/2024 11:27;81.6;8.84;100;78;3035.21
LOT00939;16/5/2025;PRD022;PRE02;T1;16/5/2025 11:36;127.8;7.17;250;244;5289.9
LOT00940;5/12/2024;PRD008;PRE02;T2;5/12/2024 18:14;99.1;8.49;200;192;1426.3
LOT00941;15/2/2025;PRD014;PRE04;T1;15/2/2025 08:04;99.0;6.9;60;59;7159.49
LOT00942;29/4/2025;PRD002;PRE04;T2;29/4/2025 20:45;89.1;8.25;100;95;6805.38
LOT00943;5/2/2025;PRD025;PRE04;T2;5/2/2025 16:44;95.9;7.38;100;98;14849.34
LOT00944;21/11/2024;PRD016;PRE05;T3;22/11/2024 03:39;107.7;8.21;30;17;34814.14
LOT00945;4/7/2024;PRD003; PRE04 ;T1;4/7/2024 07:40;92.0;7.56;60;58;4517.86
LOT00946;3/7/2024;PRD027;PRE05;T2;3/7/2024 19:04;71.0;6.81;25;24;35116.12
LOT00947;19/6/2025;PRD017;PRE03;T1;19/6/2025 11:29;72.5;7.18;80;78;4686.9
LOT00948;5/8/2024;PRD024;PRE03;T1;5/8/2024 09:27;128.2;6.83;40;29;3676.74
LOT00949;29/1/2025;PRD020;PRE01;T1;29/1/2025 12:00;55.1;6.83;400;380;1489.09
LOT00950;11/11/2024;PRD015;PRE03;T2;11/11/2024 20:44;87.1;7.07;120;119;10075.51
LOT00951;8/4/2025;PRD022;PRE03;T3;9/4/2025 03:17;119.4;7.26;100;98;8456.98
lot00952;18/9/2024;PRD021;PRE03;T2;18/9/2024 19:05;128.7;8.1;80;78;7322.65
LOT00953;22/4/2025;PRD008;PRE04;T3;23/4/2025 02:43;109.9;7.81;100;84;4306.01
LOT00954;13/3/2025;PRD001;PRE03;T3;14/3/2025 01:10;89.1;8.27;120;116;5905.36
LOT00955;27/8/2024;PRD008;PRE03;T3;28/8/2024 03:56;87.1;10.76;120;68;3347.45
LOT00956;23/7/2024;PRD026;PRE04;T1;23/7/2024 12:54;88.2;7.91;100;97;15017.75
LOT00957;23/5/2025;PRD024;PRE03;T2;23/5/2025 16:28;106.1;7.42;80;76;7038.51
LOT00958;19/4/2025;PRD011;PRE01;T1;19/4/2025 07:30;108.8;9.82;600;509;1177.39
LOT00959;3/7/2024;PRD028;PRE05;T3;4/7/2024 04:00;76.3;7.39;10;9;13845.51
LOT00960;4/6/2025;PRD004;PRE02;T2;4/6/2025 15:59;89.1;8.12;100;95;1291.93
LOT00961;28/3/2025;PRD020;PRE03;T3;29/3/2025 02:14;73.1;7.12;60;57;3834.34
LOT00962;22/11/2024;PRD022;PRE02;T1;22/11/2024 08:21;108.5;8.18;250;245;5262.45
LOT00963;29/4/2025;PRD005;pre02;T1;29/4/2025 10:54;90.8;8.26;100;99;1385.44
LOT00964;26/10/2024;PRD019;PRE03;T1;26/10/2024 09:04;56.9;6.64;80;78;5079.96
LOT00965;4/3/2025;PRD028;PRE02;T1;4/3/2025 10:53;80.9;6.74;150;146;4063.63
LOT00966;25/10/2024;PRD024;PRE05;T3;26/10/2024 00:47;115.9;8.42;10;9;11426.55
LOT00967;9/7/2024;PRD021;PRE01;T1;9/7/2024 11:38;116.9;8.15;500;484;3074.03
LOT00968;27/9/2024;PRD022;PRE04;T2;27/9/2024 18:03;125.2;7.21;80;77;8645.25
LOT00969;28/1/2025;PRD026;PRE04;T1;28/1/2025 08:44;82.0;7.65;40;38;5908.57
LOT00970;23/12/2024;PRD024;PRE03;T1;23/12/2024 11:12;105.9;7.06;100;95;8196.99
LOT00971;11/10/2024;PRD027;PRE05;T2;11/10/2024 17:31;91.1;6.54;30;29;43640.4
LOT00972;14/4/2025;PRD023;PRE02;T1;14/4/2025 10:12;130.0;8.21;150;147;3168.34
LOT00973;26/4/2025;PRD027;PRE04;T1;26/4/2025 11:53;94.9;7.55;100;95;13672.74
LOT00974;28/4/2025;PRD011;PRE03;T1;28/4/2025 12:01;108.3;8.06;80;78;2421.06
LOT00975;28/6/2025;PRD025;PRE05;T2;28/6/2025 18:03;71.3;7.42;30;28;45806.81
LOT00976;3/8/2024;PRD013;PRE05;T3;4/8/2024 03:50;92.1;7.72;25;24;30449.46
LOT00977;14/11/2024;PRD005;PRE02;T2;14/11/2024 17:35;91.4;7.66;150;148;2169.87
LOT00978;13/11/2024;PRD004;PRE05;T1;13/11/2024 11:13;80.4;7.7;30;29;22697.12
 LOT00979 ;12/8/2024;PRD027;PRE03;T1;12/8/2024 11:06;87.9;7.83;120;116;12545.84
LOT00980;6/8/2024;PRD024;PRE04;T3;7/8/2024 02:27;116.1;7.24;40;38;5164.97
LOT00981;3/4/2025;PRD019;PRE05;T2;3/4/2025 15:57;42.5;6.69;25;20;22381.0
LOT00982;13/3/2025;PRD010;PRE03;T1;13/3/2025 09:31;101.2;8.76;100;98;2935.26
LOT00983;30/8/2024;PRD022;PRE03;T3;31/8/2024 00:52;103.4;7.64;100;99;9256.19
LOT00984;24/8/2024;PRD023;PRE03;T3;25/8/2024 05:17;105.5;7.96;120;119;11236.34
LOT00985;19/3/2025;PRD008;pre03;T1;19/3/2025 09:01;98.9;8.23;80;76;2228.32
LOT00986;15/3/2025;PRD027;PRE04;T3;16/3/2025 02:15;82.0;7.55;60;58;9684.6
LOT00987;2/8/2024;PRD025;PRE04;T2;2/8/2024 17:47;76.4;7.74;120;119;19779.2
 LOT00988 ;1/3/2025;PRD021;PRE04;T1;1/3/2025 08:16;105.6;7.37;80;77;9621.2
LOT00989;2/9/2024;PRD006;PRE02;T2;2/9/2024 19:09;103.0;9.31;200;192;1599.0
LOT00990;1/5/2025;PRD024;PRE02;T1;1/5/2025 12:23;128.7;8.09;250;243;5728.01
LOT00991;18/1/2025;PRD017;PRE04;T2;18/1/2025 18:44;60.6;6.99;120;118;9573.94
LOT00992;16/8/2024;PRD015;PRE04;T3;17/8/2024 02:50;99.5;7.71;40;38;4745.51
LOT00993;21/6/2025;PRD022;PRE04;T3;22/6/2025 02:16;81.4;8.57;40;22;4892.17
lot00994;11/11/2024;PRD014;PRE04;T1;11/11/2024 10:53;84.5;6.51;40;39;4780.43
LOT00995;18/11/2024;PRD019;PRE02;T2;18/11/2024 20:06;45.6;6.59;150;105;2519.76
LOT00996;5/12/2024;PRD025;PRE04;T3;6/12/2024 01:45;93.4;7.71;40;38;5691.02
LOT00997;20/1/2025;PRD013;PRE05;T2;20/1/2025 18:51;98.1;6.51;25;23;27183.08
LOT00998;9/12/2024;PRD026;PRE04;T2;9/12/2024 18:30;73.1;6.77;40;38;6492.86
LOT00999;1/4/2025;PRD026;PRE04;T1;1/4/2025 08:35;87.7;7.97;100;98;16474.91
LOT01000;14/2/2025;PRD020;PRE04;T1;14/2/2025 11:10;79.0;6.56;60;50;5462.88
LOT01001;28/4/2025;PRD025;PRE05;T2;28/4/2025 20:30;83.8;7.03;15;14;21441.27
LOT01002;2/1/2025;PRD018;PRE03;T2;2/1/2025 16:06;84.7; 5.87 ;80;46;5006.96
LOT01003;2/4/2025;PRD003;PRE01;T3;3/4/2025 01:06;80.5;8.41;300;249;1026.44
LOT01004;7/8/2024;PRD007;PRE04;T2;7/8/2024 18:56;103.1;8.09;40;39;1563.85
LOT01005;15/3/2025;PRD021;PRE02;T2;15/3/2025 17:55;109.9;7.34;200; 190 ;4860.63
LOT01006;21/3/2025;PRD017;PRE01;T2;21/3/2025 19:09;74.7;6.42;400;398;1741.4
LOT01007;26/6/2025;PRD007;PRE04;T2;26/6/2025 15:37;94.8;8.89;60; 58 ;2620.97
LOT01008;18/9/2024;PRD013;PRE05;T3;19/9/2024 02:06;87.0;7.55;25;23;30970.52
LOT01009;7/11/2024;PRD026;PRE02;T3;8/11/2024 01:50;106.1;7.62;300;236;8541.51
 LOT01010 ;19/9/2024;PRD004;PRE05;T1;19/9/2024 09:26;93.0;8.39;30;29;19790.78
LOT01011;14/1/2025;PRD006;PRE02;T1;14/1/2025 12:01;92.3;9.37;300;297;2311.94
LOT01012;13/1/2025;PRD023;PRE02;T2;13/1/2025 17:40;127.5;7.35;300;289;6558.14
LOT01013;8/4/2025;PRD025;PRE02;T2;8/4/2025 17:24;79.3;7.8;300;289;8804.85
LOT01014;20/11/2024;PRD001;PRE02;T1;20/11/2024 11:22;92.5;7.5;100;97;1448.01
LOT01015;28/6/2025; PRD001 ;PRE05;T2;28/6/2025 17:23;68.0;6.96;25;17;18978.38
LOT01016;12/10/2024;PRD017;PRE03;T2;12/10/2024 20:32;59.4;7.09;120;117;7044.87
LOT01017;27/2/2025;PRD018;PRE02;T3;28/2/2025 00:55;50.8;7.2;250;239;3932.12
LOT01018;25/6/2025;PRD023;PRE03;T1;25/6/2025 12:05;117.3;8.25;60;58;5186.94
LOT01019;19/3/2025;PRD029;PRE04;T2;19/3/2025 17:09;84.6;6.94;40;39;5565.56
LOT01020;30/6/2025;PRD004;PRE03;T2;30/6/2025 17:32;84.0;7.24;120;119;6091.18
LOT01021;23/8/2024; PRD029 ;PRE05;T2;23/8/2024 18:33;65.0;6.44;30;16;48104.3
LOT01022;20/5/2025;PRD027;PRE01;T3;21/5/2025 02:08;82.3;7.93;500;479;3795.69
